ticket_number;requestor_name;owner_group;issue_category;ticket_type;severity;severity_num;days_open;satisfaction_ind;ticket_status;created_date
498-421007-9281-5-Z;Inger Bedward;Software;Access/Login;Issue;Unassigned;0;16;Satisfied;Open;2020-04-29
192-647876-4465-8-V;Anastassia Blaskett;Software;Software;Issue;High;3;31;Unknown;Open;2020-08-14
191-109018-1627-1-B;Lauraine Skitch;Hardware;Hardware;Issue;Low;1;17;Unknown;Waiting for Requestor Feedback;2020-04-14
495-376667-2195-8-I;Esmeralda Rozanski;Architecture;Systems;Issue;Low;1;16;Unknown;Resolved;2020-10-09
006-234659-2996-7-W;Kit Tallet;Networking;Access/Login;Issue;Low;1;35;Unknown;Resolved;2020-03-24
930-880675-1140-9-S;Valida Muskett;Architecture;Hardware;Request;Unassigned;0;21;Satisfied;Waiting for Requestor Feedback;2020-08-12
885-243471-0358-6-U;Quent Galvan;Networking;Hardware;Issue;Unassigned;0;7;Unknown;Open;2020-04-04
952-890341-6607-0-S;Jae Schutze;Security and Governance;Access/Login;Request;Unassigned;0;20;Unknown;Open;2020-04-26
521-332560-9014-2-I;Mozelle Hobson;Architecture;Systems;Request;Medium;2;20;Satisfied;Open;2020-04-08
031-045776-6619-5-P;Eberto Springall;Security and Governance;Access/Login;Issue;Low;1;10;Unknown;Open;2020-07-31
499-683000-7560-8-Q;Lyn Burel;Architecture;Systems;Issue;Low;1;1;Unknown;Waiting for Requestor Feedback;2020-04-17
590-201405-8146-2-A;Luce Bore;Hardware;Hardware;Request;Unassigned;0;15;Unknown;Open;2020-05-09
554-528024-7713-5-T;Ysabel Chace;Architecture;Systems;Request;Low;1;9;Satisfied;Open;2020-04-11
006-539712-5311-8-Q;Benedetto Russam;Software;Software;Request;Medium;2;9;Satisfied;Open;2020-05-02
071-764558-0899-3-M;Lulu Druitt;Architecture;Systems;Issue;Medium;2;11;Satisfied;Open;2020-07-07
678-571278-0102-3-O;Salvador Wakefield;Architecture;Systems;Request;Low;1;33;Satisfied;Open;2020-10-21
063-361801-3575-7-I;Terrill Disney;Security and Governance;Access/Login;Issue;Low;1;14;Unsatisfied;Resolved;2020-03-15
815-446067-1376-6-Y;Mora Basire;Software;Software;Request;Low;1;27;Unknown;Open;2020-09-02
621-996946-0017-2-S;Zola Paunsford;Networking;Hardware;Request;Medium;2;16;Unsatisfied;Waiting for Requestor Feedback;2020-09-06
055-019664-4391-4-F;Tyler McKinlay;Architecture;Systems;Issue;Medium;2;22;Unsatisfied;Closed - No Action;2020-10-20
385-021822-1973-0-Z;Hester Langtree;Hardware;Systems;Request;High;3;22;Unsatisfied;Open;2020-04-20
910-294422-5719-0-Q;Mella Kernaghan;Security and Governance;Access/Login;Issue;Unassigned;0;15;Unknown;Open;2020-07-06
200-655463-9194-9-M;Madalena Groger;Software;Access/Login;Issue;Unassigned;0;32;Unknown;Open;2020-09-12
596-995941-1504-6-D;Jamie Llewellyn;Software;Software;Request;Low;1;2;Unsatisfied;Open;2020-09-24
834-254884-9350-1-V;Liv Stoner;Security and Governance;Access/Login;Request;High;3;23;Unknown;Open;2020-05-10
667-847218-1197-5-F;Catrina Shiliton;Hardware;Hardware;Request;High;3;28;Satisfied;Open;2020-08-17
017-865607-4802-8-Y;Ina MacCartan;Security and Governance;Access/Login;Request;Unassigned;0;1;Satisfied;Open;2020-10-19
471-219089-0672-7-N;Giana Pittam;Architecture;Systems;Request;Low;1;2;Unsatisfied;Open;2020-10-24
624-219443-8293-4-M;Veriee Raylton;Networking;Access/Login;Issue;Low;1;37;Satisfied;Closed - No Action;2020-06-25
773-919978-4464-2-A;Hyatt Chazette;Software;Access/Login;Issue;Low;1;2;Unknown;Open;2020-08-13
635-630191-4549-1-U;Hamlin Rylstone;Hardware;Hardware;Issue;Low;1;14;Unsatisfied;Resolved;2020-08-17
610-054835-7100-7-P;Xymenes Butland;Software;Access/Login;Issue;Low;1;24;Unknown;Open;2020-09-16
255-010915-0497-8-P;Kermit Vella;Networking;Access/Login;Request;Unassigned;0;17;Satisfied;Open;2020-07-02
771-223275-5684-1-U;Jo Hawkslee;Hardware;Hardware;Issue;Unassigned;0;31;Unsatisfied;Open;2020-09-13
217-787315-2651-8-B;Benton Olford;Networking;Hardware;Request;Medium;2;25;Satisfied;Resolved;2020-03-05
768-711602-2203-3-P;Beryle Antunes;Hardware;Hardware;Issue;High;3;34;Satisfied;Open;2020-03-19
982-534575-2633-1-U;Leeanne Simmers;Software;Software;Issue;Low;1;12;Satisfied;Open;2020-06-02
219-379147-9386-7-O;Aguie Cruce;Security and Governance;Access/Login;Request;Unassigned;0;27;Unknown;Waiting for Requestor Feedback;2020-04-09
366-891962-0422-2-D;Godart Sybbe;Networking;Systems;Request;Low;1;23;Satisfied;Resolved;2020-09-17
614-049139-2342-2-E;Felicia Kerkham;Hardware;Hardware;Request;Low;1;33;Unknown;Open;2020-03-19
355-033926-8819-1-U;Francois Cluely;Hardware;Systems;Issue;High;3;35;Satisfied;Resolved;2020-04-25
406-886519-2134-7-V;Cash Broadbury;Security and Governance;Access/Login;Issue;Medium;2;8;Unknown;Open;2020-06-08
134-199268-0233-6-A;Merrie Sapsed;Software;Software;Request;Low;1;24;Satisfied;Open;2020-07-13
227-974745-1226-5-K;Nerta Hember;Software;Access/Login;Issue;Unassigned;0;24;Unknown;Resolved;2020-09-05
430-215658-5552-9-X;Natka Gaynesford;Networking;Access/Login;Issue;Medium;2;11;Satisfied;Open;2020-04-23
454-059136-3627-5-A;Clarisse Daspar;Networking;Access/Login;Issue;Unassigned;0;28;Satisfied;Open;2020-06-01
622-636136-3991-7-H;Bibby Romeuf;Architecture;Hardware;Request;Unassigned;0;31;Unknown;Open;2020-07-20
687-882116-1373-1-W;Lorna Callcott;Software;Access/Login;Request;High;3;17;Unsatisfied;Closed - No Action;2020-10-28
292-047027-6943-8-S;Georgeta Dunkirk;Networking;Hardware;Request;Low;1;7;Satisfied;Resolved;2020-09-18
238-388064-6446-7-O;Leontine Owers;Hardware;Hardware;Issue;Unassigned;0;37;Unknown;Resolved;2020-07-31
381-767974-7979-0-I;Saunder Nowick;Software;Software;Issue;Medium;2;3;Unknown;Open;2020-06-29
910-953563-9256-2-M;Wright Kelsey;Security and Governance;Access/Login;Issue;High;3;23;Unknown;Resolved;2020-10-30
406-313599-0809-3-O;Randie Sandey;Hardware;Systems;Issue;High;3;31;Satisfied;Resolved;2020-04-24
927-776231-5953-0-I;Charlton Calliss;Hardware;Systems;Issue;Low;1;23;Satisfied;Open;2020-04-18
532-835326-8933-5-R;Etty Burnhams;Security and Governance;Access/Login;Request;Medium;2;8;Unknown;Open;2020-06-12
532-685762-7990-6-K;Mathian Macek;Security and Governance;Access/Login;Request;Unassigned;0;23;Satisfied;Open;2020-04-05
844-098372-7255-1-R;Sydelle Skeels;Security and Governance;Access/Login;Issue;Unassigned;0;8;Satisfied;Open;2020-07-18
797-015591-7189-2-B;Haily Turpin;Networking;Access/Login;Issue;High;3;16;Satisfied;Open;2020-05-18
604-348032-3068-1-L;Violette Geratt;Security and Governance;Access/Login;Request;Medium;2;13;Satisfied;Waiting for Requestor Feedback;2020-09-16
112-746191-1491-4-J;Gerhardt Rodman;Architecture;Hardware;Request;Unassigned;0;7;Unsatisfied;Resolved;2020-07-28
711-185470-7422-4-D;Zebulen Mouget;Hardware;Systems;Request;Unassigned;0;8;Satisfied;Waiting for Requestor Feedback;2020-10-04
840-011585-8620-7-X;Marguerite Huguenet;Security and Governance;Access/Login;Request;Unassigned;0;27;Unknown;Open;2020-04-03
093-122599-4235-2-W;Noak Lunnon;Networking;Systems;Issue;Low;1;22;Satisfied;Open;2020-05-26
529-817546-3365-2-M;Barnard Baalham;Software;Access/Login;Issue;Unassigned;0;19;Unknown;Resolved;2020-04-21
924-385835-2177-5-Z;Lynett Wheelwright;Hardware;Hardware;Request;Unassigned;0;11;Satisfied;Open;2020-03-01
553-464327-4918-9-E;Ailee Gladhill;Software;Software;Issue;Unassigned;0;16;Unknown;Open;2020-09-16
732-270062-4012-2-Z;Norah Bosson;Networking;Access/Login;Issue;Low;1;34;Unsatisfied;Open;2020-08-02
604-388301-0182-2-L;Hank Bennion;Architecture;Systems;Issue;High;3;31;Satisfied;Resolved;2020-03-17
534-628100-6099-4-P;Gilberte Smeeton;Software;Software;Issue;Medium;2;15;Satisfied;Waiting for Requestor Feedback;2020-06-09
781-818393-3547-3-F;Celina Novic;Architecture;Systems;Issue;High;3;12;Satisfied;Open;2020-03-20
283-797657-4308-5-P;Paton Clarkson;Security and Governance;Access/Login;Issue;Unassigned;0;4;Unknown;Open;2020-08-22
850-067405-8110-8-R;Page Baser;Security and Governance;Access/Login;Issue;Unassigned;0;5;Unsatisfied;Open;2020-10-19
949-264677-4376-5-N;Adriane Phuprate;Architecture;Systems;Issue;High;3;27;Satisfied;Open;2020-10-30
622-311363-5031-1-G;Cece Stoffersen;Hardware;Systems;Request;High;3;5;Unknown;Open;2020-10-03
209-901020-1992-0-K;Enid Bredbury;Hardware;Hardware;Request;Medium;2;4;Unknown;Open;2020-08-25
819-139680-1948-6-G;Nissie Seeks;Architecture;Systems;Request;High;3;14;Unknown;Open;2020-03-05
679-121343-5030-3-J;Orelie Murison;Architecture;Hardware;Issue;Low;1;24;Satisfied;Open;2020-09-12
102-996831-1336-9-M;Garrard Hanes;Architecture;Hardware;Request;High;3;27;Satisfied;Open;2020-08-23
386-434983-7144-5-V;Lois Nudd;Security and Governance;Access/Login;Issue;Medium;2;32;Unknown;Open;2020-03-06
110-758759-4469-5-F;Erick Angier;Networking;Systems;Request;Medium;2;29;Unknown;Open;2020-03-26
397-029861-4765-9-H;Henrieta Petticrew;Software;Software;Issue;High;3;25;Satisfied;Waiting for Requestor Feedback;2020-05-13
088-826386-0859-4-R;Mercy Mecchi;Networking;Access/Login;Issue;High;3;16;Unknown;Waiting for Requestor Feedback;2020-04-05
605-685044-9774-7-C;Alie Dunbleton;Software;Software;Issue;High;3;20;Satisfied;Open;2020-09-11
668-695216-8795-5-H;Melisa Tozer;Networking;Systems;Issue;Unassigned;0;11;Satisfied;Open;2020-03-05
180-678489-8778-4-C;Axe Gosnall;Architecture;Hardware;Issue;Medium;2;31;Unknown;Open;2020-06-08
795-517966-0730-0-U;Thomas Sharplin;Networking;Systems;Request;Low;1;34;Satisfied;Waiting for Requestor Feedback;2020-10-27
689-786051-6212-3-N;Teresa Grono;Security and Governance;Access/Login;Issue;Unassigned;0;37;Unknown;Waiting for Requestor Feedback;2020-04-27
260-355129-2335-2-L;Halimeda Pearson;Networking;Systems;Issue;Low;1;20;Satisfied;Open;2020-09-05
991-484407-9860-9-L;Malinda Davidow;Security and Governance;Access/Login;Issue;Medium;2;35;Unknown;Open;2020-05-05
970-546795-5112-8-A;Averill O'Garmen;Security and Governance;Access/Login;Issue;High;3;9;Unsatisfied;Open;2020-05-09
688-297881-2616-1-U;Leopold Sushams;Architecture;Hardware;Request;Medium;2;21;Unsatisfied;Open;2020-10-24
524-165289-8021-6-R;Smitty Pighills;Software;Software;Request;Medium;2;3;Satisfied;Open;2020-10-11
513-985904-7479-1-O;Jobyna Giacoppoli;Hardware;Hardware;Issue;Low;1;23;Satisfied;Resolved;2020-06-23
748-624509-3757-8-F;Alric Tydeman;Security and Governance;Access/Login;Issue;Medium;2;5;Unknown;Open;2020-05-28
768-532759-8149-0-Z;Udell Cawthron;Software;Software;Issue;Medium;2;17;Satisfied;Resolved;2020-08-18
533-859001-7836-8-W;Charisse Beall;Security and Governance;Access/Login;Issue;Medium;2;26;Satisfied;Open;2020-07-10
789-414271-6736-0-U;Imelda Abthorpe;Security and Governance;Access/Login;Request;Medium;2;35;Satisfied;Open;2020-03-19
610-029131-1165-1-H;Pammi Harnwell;Hardware;Systems;Issue;Low;1;17;Unknown;Open;2020-10-23
101-181784-8724-0-E;Giffie Gabey;Networking;Systems;Issue;Medium;2;21;Unknown;Open;2020-03-22
583-844883-0991-9-R;Clarance Wilshin;Software;Software;Request;Medium;2;8;Satisfied;Open;2020-03-02
478-034488-0719-9-O;Almeta Pavy;Architecture;Hardware;Request;Medium;2;10;Satisfied;Open;2020-05-26
323-981178-0746-6-X;Abbey Rubery;Architecture;Hardware;Issue;Unassigned;0;25;Satisfied;Open;2020-06-29
742-129864-3235-5-H;Misti Culmer;Security and Governance;Access/Login;Issue;Unassigned;0;20;Satisfied;Open;2020-08-06
272-816808-5874-2-J;Mark Rawood;Security and Governance;Access/Login;Issue;Medium;2;29;Unknown;Open;2020-06-17
794-328617-9097-5-I;Luci Mercy;Hardware;Hardware;Issue;Unassigned;0;30;Unknown;Open;2020-08-28
229-573177-4123-9-T;Ernaline Belfitt;Architecture;Systems;Request;Low;1;21;Unsatisfied;Open;2020-04-23
559-145660-8085-6-X;Daryl Carn;Networking;Systems;Request;Medium;2;21;Satisfied;Open;2020-06-21
091-749197-4245-9-H;Janeta Isaacson;Architecture;Systems;Request;Unassigned;0;37;Satisfied;Waiting for Requestor Feedback;2020-08-11
394-715419-1626-2-J;Viole Tilsley;Security and Governance;Access/Login;Issue;High;3;36;Unknown;Open;2020-05-25
706-003388-6588-8-B;Dew Pickhaver;Software;Access/Login;Issue;Medium;2;5;Satisfied;Open;2020-05-23
945-591286-5034-0-O;Bernie Waldrum;Software;Software;Request;Medium;2;26;Unknown;Open;2020-06-03
815-462658-6552-7-U;Bendick Ledward;Hardware;Hardware;Issue;High;3;32;Satisfied;Open;2020-07-09
908-991461-0645-7-J;Claiborne Blaver;Security and Governance;Access/Login;Issue;Low;1;6;Satisfied;Open;2020-10-28
610-261689-2159-7-O;Vladimir Wheowall;Hardware;Systems;Issue;High;3;29;Satisfied;Resolved;2020-08-10
523-147233-0208-0-Z;Pierette Skoof;Software;Access/Login;Request;Unassigned;0;9;Satisfied;Open;2020-04-09
451-514158-7441-9-R;Cart Hagley;Software;Software;Issue;Unassigned;0;11;Unknown;Open;2020-09-13
663-876132-5127-8-V;Dion Plom;Networking;Access/Login;Request;Unassigned;0;17;Satisfied;Waiting for Requestor Feedback;2020-05-22
819-891030-2366-5-I;Dew Boote;Networking;Hardware;Request;Medium;2;21;Unsatisfied;Resolved;2020-09-11
688-529291-7562-4-P;Solomon Swaffer;Networking;Access/Login;Issue;Unassigned;0;14;Unknown;Open;2020-10-09
358-874243-5937-8-A;Tyne Loomes;Software;Access/Login;Request;Medium;2;17;Satisfied;Open;2020-06-25
170-033290-4118-8-I;Graeme Skelhorn;Security and Governance;Access/Login;Issue;Medium;2;18;Satisfied;Open;2020-07-06
731-385711-6913-6-M;Michaella Watkin;Software;Software;Request;Low;1;11;Satisfied;Open;2020-10-19
576-039529-1198-9-H;Jania Kisar;Security and Governance;Access/Login;Request;Unassigned;0;12;Unknown;Open;2020-10-27
981-484744-9472-2-F;Marcy Beri;Security and Governance;Access/Login;Issue;Medium;2;6;Unknown;Open;2020-08-20
218-464674-2697-1-G;Marylin Duval;Architecture;Hardware;Issue;Low;1;20;Satisfied;Open;2020-07-19
492-189392-2102-0-G;Cesar Burless;Networking;Systems;Issue;Low;1;21;Unsatisfied;Open;2020-10-18
657-244330-7437-6-Y;Rem Pipet;Networking;Access/Login;Issue;Unassigned;0;26;Satisfied;Open;2020-08-31
666-403733-5207-0-Z;Bertina Garstan;Networking;Systems;Issue;Unassigned;0;21;Satisfied;Open;2020-09-09
694-146425-8483-8-F;Bryce Mattiessen;Networking;Hardware;Issue;Medium;2;15;Unknown;Open;2020-08-03
387-007050-3019-8-L;Margarita Spandley;Architecture;Hardware;Issue;Low;1;20;Satisfied;Open;2020-09-08
671-692697-2561-7-V;Buffy Blount;Hardware;Hardware;Request;Unassigned;0;12;Unknown;Resolved;2020-09-01
732-225795-6545-9-H;Delphine Lawrey;Security and Governance;Access/Login;Request;Unassigned;0;21;Satisfied;Waiting for Requestor Feedback;2020-06-08
219-828189-2342-3-J;Burnaby Bradmore;Architecture;Systems;Issue;Low;1;14;Unknown;Resolved;2020-03-08
687-266510-5299-2-P;Rockwell Ovize;Networking;Systems;Request;Low;1;10;Unknown;Open;2020-07-11
568-143829-5556-8-I;Annice Vaszoly;Hardware;Hardware;Request;Medium;2;26;Satisfied;Open;2020-09-24
889-281295-8023-9-X;Wes Hoppner;Architecture;Systems;Issue;Medium;2;18;Satisfied;Resolved;2020-03-23
395-928918-7428-8-M;Earlie Baldacchino;Architecture;Systems;Request;High;3;29;Unknown;Open;2020-07-17
932-293302-2993-9-F;Leyla MacTimpany;Security and Governance;Access/Login;Issue;Unassigned;0;25;Unknown;Resolved;2020-09-17
277-823518-7064-9-V;Noelyn Jurisic;Security and Governance;Access/Login;Issue;Unassigned;0;29;Satisfied;Open;2020-07-14
097-163166-8724-8-B;Flemming O'Scully;Software;Access/Login;Request;Unassigned;0;23;Satisfied;Open;2020-07-08
092-792382-7510-2-T;Georgeta Vallentin;Security and Governance;Access/Login;Issue;High;3;23;Unknown;Open;2020-07-06
370-813551-5927-3-R;Muffin Leber;Software;Access/Login;Request;Medium;2;27;Unknown;Open;2020-09-20
900-620718-6432-8-I;Marcie Sygrove;Hardware;Systems;Issue;High;3;6;Satisfied;Waiting for Requestor Feedback;2020-03-21
856-131341-0145-8-N;Hube Rubbens;Security and Governance;Access/Login;Request;High;3;1;Unknown;Open;2020-04-09
801-646573-7676-4-R;Kellby Corby;Security and Governance;Access/Login;Issue;High;3;7;Satisfied;Open;2020-08-03
869-099352-0209-3-H;Ernestus Bertie;Networking;Systems;Request;Low;1;8;Satisfied;Resolved;2020-07-17
125-243157-7191-3-I;Neal Sircombe;Security and Governance;Access/Login;Request;Low;1;18;Unsatisfied;Open;2020-06-12
015-973914-1892-2-Z;Dyann Farfolomeev;Hardware;Systems;Issue;High;3;2;Satisfied;Open;2020-07-10
308-373220-6856-7-E;Sharline Torritti;Software;Software;Issue;Medium;2;28;Unknown;Open;2020-10-14
872-388416-8276-7-T;Cassandry Iddins;Networking;Hardware;Request;Low;1;6;Satisfied;Open;2020-05-08
038-244167-8239-9-D;Dorothy Vasenkov;Hardware;Systems;Issue;Medium;2;27;Satisfied;Open;2020-03-20
900-967047-4356-1-L;Sander Verduin;Security and Governance;Access/Login;Request;High;3;7;Unknown;Waiting for Requestor Feedback;2020-05-25
551-369248-1895-8-J;Roderigo Spillman;Hardware;Hardware;Request;Unassigned;0;22;Unknown;Open;2020-07-29
348-428344-0899-3-V;Linnet O'Glessane;Hardware;Systems;Issue;Unassigned;0;20;Unknown;Waiting for Requestor Feedback;2020-06-24
684-291637-9555-8-N;Kettie Freeberne;Architecture;Systems;Issue;Medium;2;5;Unknown;Open;2020-03-20
335-457894-1803-6-O;Lindsey Beneteau;Architecture;Systems;Issue;Low;1;6;Satisfied;Waiting for Requestor Feedback;2020-04-13
393-480717-7083-8-F;Toni Phillis;Architecture;Systems;Issue;Medium;2;11;Satisfied;Open;2020-08-05
659-793432-9911-2-M;Joaquin Whittington;Networking;Access/Login;Issue;Low;1;31;Satisfied;Open;2020-05-06
272-286476-9129-8-V;Witty Neumann;Hardware;Systems;Issue;Unassigned;0;12;Satisfied;Open;2020-03-27
653-692115-2306-1-T;Chelsea Burmaster;Networking;Hardware;Issue;Low;1;29;Unknown;Open;2020-07-29
672-178619-0555-4-K;Bernice Ferrara;Hardware;Hardware;Issue;Medium;2;36;Satisfied;Open;2020-10-15
981-682138-6100-0-O;Germana Peter;Software;Software;Request;Unassigned;0;33;Unknown;Open;2020-04-26
575-467148-7694-6-Q;Vaughan Pargetter;Security and Governance;Access/Login;Request;Unassigned;0;29;Satisfied;Open;2020-10-13
799-488649-0555-8-N;Kelbee Lucius;Software;Access/Login;Request;Medium;2;14;Unknown;Open;2020-10-03
093-567679-1814-3-K;Archy Storey;Networking;Access/Login;Request;Unassigned;0;32;Unknown;Waiting for Requestor Feedback;2020-06-10
990-329679-0497-9-Q;Ellery McGinny;Networking;Hardware;Request;Low;1;10;Satisfied;Open;2020-09-27
885-880682-4277-1-Q;Robin Quartley;Networking;Systems;Request;Low;1;30;Unknown;Waiting for Requestor Feedback;2020-03-29
235-775680-3918-4-K;Christan Farndell;Architecture;Hardware;Request;Low;1;29;Satisfied;Resolved;2020-09-30
659-033831-5034-4-J;Tildi Beckensall;Hardware;Systems;Request;Low;1;26;Satisfied;Open;2020-06-23
060-036930-1860-8-P;Goldina Snassell;Architecture;Hardware;Issue;Low;1;27;Satisfied;Open;2020-05-24
533-599326-2144-8-I;Sarene Dranfield;Architecture;Systems;Issue;Low;1;5;Unknown;Open;2020-05-31
002-913403-1321-9-W;Hagen Hansford;Networking;Systems;Issue;Low;1;14;Unknown;Resolved;2020-07-13
015-037061-3520-1-B;Shelby Hembrow;Security and Governance;Access/Login;Request;Medium;2;37;Satisfied;Open;2020-04-05
082-636627-5013-2-N;Lebbie Keppy;Architecture;Hardware;Request;High;3;24;Unknown;Open;2020-04-22
642-318645-6104-0-P;Ives Langer;Architecture;Systems;Issue;Low;1;24;Unknown;Open;2020-09-06
584-826548-0338-6-J;Percival Whyborn;Hardware;Systems;Issue;Low;1;37;Satisfied;Open;2020-10-17
989-794217-0617-3-D;Olvan Craik;Networking;Access/Login;Issue;Unassigned;0;29;Satisfied;Open;2020-05-08
094-285364-4328-0-W;Felipe Newiss;Architecture;Hardware;Issue;Low;1;2;Unsatisfied;Waiting for Requestor Feedback;2020-06-13
020-451975-7300-9-V;Robenia Pregel;Software;Access/Login;Request;High;3;4;Satisfied;Open;2020-03-24
677-999864-2148-2-K;Kristy Crumley;Architecture;Systems;Request;Unassigned;0;26;Satisfied;Open;2020-07-27
544-913435-3040-8-S;Celinda Turn;Hardware;Hardware;Issue;Medium;2;10;Satisfied;Waiting for Requestor Feedback;2020-05-13
908-290959-2217-5-T;Yettie Skae;Networking;Hardware;Request;Low;1;37;Unknown;Resolved;2020-05-14
057-733738-2351-7-L;Agustin Abrahm;Hardware;Hardware;Issue;Unassigned;0;37;Satisfied;Open;2020-09-10
342-908608-1849-7-I;Fern Blesdill;Networking;Hardware;Request;Low;1;27;Unknown;Resolved;2020-09-26
